









































35450,51389





16218,35445,51395,69070,77622,79528,80224,97879,104706,141400,163538,164546,185624,217422
16220,34881,51402,60858,69073,77621,79527,79795,80223,97877,104705,141400,159518,164546,174559,181265,185624,217421
16220,27356,27875,34881,51404,54021,60858,69073,70051,77621,79526,79803,80222,96603,97876,104703,106053,114775,121195,123916,129211,130753,131660,132450,141401,155990,156186,159518,164545,174559,176228,181270,185624,192991,200487,217420
7530,16222,16963,27356,27875,34882,42577,51407,54020,60860,69074,70053,77621,78457,79525,79804,80221,88665,96605,97876,104703,106057,112468,121196,123914,129212,130754,131661,132450,141401,148855,155991,156187,159519,164546,174559,176229,181270,185624,192992,200488,203088,217419
7530,16223,16963,25436,27357,34883,42578,43688,46328,51410,54019,60860,69075,70054,77620,78458,79524,79804,80220,88667,96607,97876,104702,106057,112468,121196,123914,129212,130755,131662,132450,139695,141435,148855,155992,156188,159520,164546,173234,174559,181270,183549,185179,185624,192556,192992,200489,201534,203089,217418
7531,16225,16965,25441,27358,34884,42578,43688,46328,51411,54015,60861,69081,70057,77621,78458,79523,79805,80219,88669,96608,97875,104701,105490,106058,112469,121197,123914,129213,130756,132450,139695,141813,148856,155993,156189,159522,164546,173235,174559,181272,183550,185179,185624,190891,192557,192993,200489,201535,203090,211489,217407
7532,16227,16965,25442,27358,34885,35458,42578,42753,43689,46328,51413,54014,60862,69082,70058,77623,78459,79522,79805,80219,96609,97875,99092,104700,105491,106059,112469,121198,123916,129214,130756,132450,138783,139695,140200,141813,148857,155994,156190,159523,163539,164546,173235,173915,174560,181273,183552,185180,185624,190891,192558,192994,200490,201536,203091,211490,217406
7532,16228,16966,25442,27358,34886,35458,37105,42579,42754,43689,51384,54014,60863,69085,70059,77625,78460,79521,79806,80218,87241,96611,97875,99093,104699,105491,106060,121199,123917,129215,130757,132452,138782,139694,140202,148861,155995,156232,159525,163540,164546,173235,174560,181274,185180,185624,190892,192559,192995,200492,201331,201536,203092,211492,217406
7204,7532,16230,16966,25443,27357,34886,35458,37105,41901,42579,42754,43690,51385,54016,60865,69087,70060,77625,78461,79520,79807,80218,87241,96612,97874,99094,104698,105492,106061,121200,123920,129216,130758,132452,138782,139212,139694,140203,148862,155995,156232,159526,163541,164547,173235,173917,174561,181275,185180,185624,190892,192560,192996,200494,201332,201537,203093,211494,217406
7204,7532,16232,16967,25443,27357,34887,37106,41900,42580,42757,43690,51385,60866,69090,70061,77625,78462,79520,79808,80217,87242,95969,96614,97874,99095,104697,105491,106062,121202,123922,129217,130766,132454,138783,139212,139694,140204,148864,155996,156233,159527,163542,164547,173235,174561,181276,185181,185624,190893,192560,192997,200495,201098,201334,201538,203093,211495,217406
7204,7532,10161,16233,16968,25453,27355,34887,37107,41900,42582,42757,43691,51385,60868,69091,70063,77625,78463,79519,79810,80217,87242,95970,96615,97874,99097,104696,105490,106063,106899,121203,123924,129218,130767,132454,138783,139213,139694,148867,149868,155996,156233,159529,163543,164560,173236,173919,174290,174562,181269,185181,185624,190893,192561,192998,200496,201097,201334,201539,203094,211495,217405
