







































60985,87133,121891,140877,168295,174044
60986,87134,121891,130808,140880,199389
16573,60986,62691,87134,130808,140881,174055,199389





1738,2267,8653,9149,10616,16575,27918,34157,41661,42537,45205,60981,62686,77282,79843,81011,87135,87623,88459,96127,111256,115235,116239,121881,122197,123026,124921,131542,138673,140895,142195,146999,147729,148328,160239,168076,168306,174852,175342,177107,183385,183851,184020,184629,194569,199385,201923,203306,203767,209898,218956
483,1737,2269,8441,8653,9148,10617,16576,18022,27919,34157,42541,45206,60440,60787,60981,62686,68639,77284,77566,79842,81024,87134,87622,88283,88459,96128,111255,112982,115236,116239,121881,122196,123024,123272,123761,124923,131541,138673,140897,142197,146998,147728,148328,160238,168075,168307,174856,175342,177107,183386,183850,184019,184629,192695,194568,199385,201922,203308,203767,209153,209896,210381,218958
483,1737,2270,8441,8652,9148,10617,16578,18023,27919,34157,37219,42542,45212,52879,60438,60787,60980,62685,68639,69411,77284,77566,79841,81026,87134,87621,88282,88459,96128,111255,112983,114606,115209,121881,122195,123023,123272,123761,124924,131540,138672,139293,140901,142198,146998,147727,148328,157151,158615,160238,168074,168308,174860,175341,175535,176446,177109,183387,183849,184018,184622,192694,194567,199384,201922,203309,203556,203767,209152,209895,210380,210738,217869,218684,218959
484,1736,2272,8445,8651,9148,10617,16578,17333,18026,27919,28366,34156,37220,41658,42544,45211,46332,51916,52880,53049,53474,60437,60788,60980,62684,68639,69799,71913,77285,77568,79842,81026,87133,87620,88282,88459,96128,104592,111255,112983,113904,114606,115208,115796,121881,122195,123023,123271,123759,124927,129794,131539,138671,139294,140905,142200,146998,147727,148327,157152,158613,159646,160238,168074,168291,174864,175341,175537,176449,177110,183388,183848,184018,184622,192695,194566,199384,201921,203309,203557,203766,209155,209895,210380,210739,213466,217869,218163,218686,218961
485,1736,2275,8449,8650,9148,10617,16591,17333,18027,27919,28367,34156,37221,41657,42547,42941,45217,46333,51917,52881,53050,53474,60436,60788,60980,62014,62684,68639,69571,69800,71914,77286,77569,79843,81025,86183,87132,87620,88282,96129,103817,104592,105026,111266,112983,113493,113903,114606,115208,115796,121881,122194,123022,123271,123757,124930,129794,131538,138670,139296,140907,142202,146998,147726,148326,157152,157612,158611,159648,160238,167961,168290,173884,174865,175341,175537,176449,177110,183208,183390,183848,184020,184642,192696,194566,199384,200901,201921,203309,203558,203766,209155,209894,210380,210739,213465,217869,218163,218687,218962
485,1736,2276,8455,8650,9148,10618,16595,17334,18031,27919,28369,34155,34851,37223,41656,42549,42939,51920,52882,53051,53474,60436,60790,60979,62014,62683,68639,69571,69800,71915,77287,77571,79849,81025,86184,87131,87619,88282,96129,96852,103819,104223,104594,106534,111267,112983,113632,113903,114606,115207,115795,121881,122194,123022,123270,123756,124933,129795,138670,139183,139783,140911,142204,146998,147726,148325,157614,158603,159649,167962,168290,173885,174863,175341,175538,176450,177110,183208,183391,183847,184021,184643,191104,192697,194566,199384,200902,201920,203309,203560,203774,209155,209489,209893,210380,210740,213465,217870,218165,218689,218963
